word,antonym,tier
bosom,bull,3
bosomy,flat,3
boss,good,3
bossism,submissive,3
bossy,relative,3
botanic,weedless,3
botanical,weedless,3
botany,fauna,3
botch,create,3
botched,elegant,3
both,uncouple,3
bother,calm,3
bothered,unagitated,3
bothersome,light,3
bottle,unbox,3
bottleneck,recede,3
bottomland,top,3
bough,disarm,3
boulevard,open,3
bouncing,passive,3
boundary,free,3
bounder,king,3
boundless,uncreative,3
bountiful,scarce,3
bounty,maleficence,3
bouquet,unbolt,3
bourgeois,discordant,3
bourn,free,3
bout,non-engagement,3
boutique,uncooperative,3
bovine,bear,3
bow,straighten,3
bowdlerize,dirty,3
bowels,heaven,3
bower,unpack,3
bowl,recede,3
bowlegged,unblemished,3
boxcar,contrasty,3
boyfriend,woman,3
boyhood,old,3
boyish,rugged,3
bra,disarm,3
brace,inanimate,3
bracelet,unbelt,3
bracer,disarm,3
bracing,nonbearing,3
bracken,host,3
bracket,adversary,3
brackish,good,3
brag,humble,3
bragging,humble,3
brahman,unchristian,3
brain,incapacity,3
brainchild,natural-object,3
brainless,incredulous,3
brainstorm,humility,3
brainwash,reconcile,3
brainwork,humility,3
brainy,maladroit,3
braise,freeze,3
bramble,nonadhesive,3
bran,starve,3
branch,disarm,3
branching,nonarboreal,3
brand,whiten,3
brandish,protect,3
brash,unaggressive,3
brass,sharpen,3
brassiere,disarm,3
brassy,humble,3
bravado,humble,3
bravery,timidity,3
bravura,inability,3
braw,disadvantageous,3
brawl,calmness,3
brawler,subordinate,3
brawling,quiet,3
brawn,inelasticity,3
brawny,thin,3
bray,laugh,3
brazen,humble,3
breach,interest,3
bread,parasite,3
breadth,littleness,3
breadwinner,employer,3
breadwinning,disadvantageous,3
breakage,repair,3
breakaway,synergistic,3
breakdown,synthesis,3
breaker,interest,3
breakneck,timid,3
breakout,repair,3
breaks,repair,3
breakthrough,defend,3
breakup,synthesis,3
breakwater,unbar,3
breast,nonbeing,3
breastwork,unbar,3
breath,repair,3
breathe,unalert,3
breather,repair,3
breathtaking,uncharged,3
breathy,gentle,3
breccia,abstract,3
breech,front,3
breeching,unbridle,3
breed,recede,3
breeding,incivility,3
breeze,unclip,3
breezy,passive,3
brethren,disassembly,3
brevet,bear,3
brevity,bigness,3
brew,recede,3
brewery,uproot,3
brewing,open,3
briar,nonadhesive,3
bribe,recede,3
bric-a-brac,slave,3
brick,unblock,3
brickbat,unbolt,3
bridge,inarticulate,3
bridgehead,back,3
briefed,unarmed,3
briefing,stranger,3
briefly,inaccurately,3
brier,nonadhesive,3
brig,lose,3
brigade,unpack,3
brigadier,specific,3
brilliance,inability,3
brilliant,unable,3
brim,top,3
brimming,incapacity,3
brindle,unbanded,3
brink,top,3
brinkmanship,timidity,3
brio,inactivity,3
brisk,passive,3
bristle,sit-down,3
bristling,open,3
bristly,hairless,3
brittle,hypertrophied,3
broach,recede,3
broad,concrete,3
broadcast,inaccessible,3
broadcasting,concentration,3
broaden,recede,3
broadside,top,3
broil,calmness,3
broke,unbroken,3
broken-hearted,elated,3
broker,terminal,3
brokerage,discharge,3
bronchitis,hot,3
bronze,deficit,3
brooch,unchain,3
brood,uncover,3
brook,refuse,3
brothel,separate,3
brotherhood,disassociation,3
brouhaha,calmness,3
brow,antapex,3
browbeat,clear,3
brown,white,3
brownie,master,3
bruise,white,3
bruiser,tender,3
brumal,sweet,3
brunt,unburden,3
brush,inaction,3
brusque,unabridged,3
brutal,sweet,3
brutality,obtuseness,3
brutalize,defend,3
brute,sighted,3
bub,girl,3
bubble,freeze,3
bubbly,passive,3
buck,sharpen,3
bucket,top,3
buckskin,unseal,3
bucolic,counterfeit,3
bud,girl,3
budding,allochthonous,3
buddy,dissociate,3
budge,recede,3
budget,scarcity,3
buff,professional,3
buffalo,bear,3
buffer,unbar,3
buffet,unbar,3
buffoonery,concentricity,3
bug,calm,3
bugbear,unburden,3
bugger,girl,3
buggy,uncrate,3
bugle,amplify,3
bugs,sane,3
builder,receptor,3
building,disassembly,3
buildup,subtraction,3
built,disagreeable,3
bulb,unbutton,3
bulbous,flat,3
bulge,disadvantage,3
bulging,bellyless,3
bulk,muffle,3
bulkhead,unbar,3
bulky,graceful,3
bulldog,nonadhesive,3
bulldogged,nonadhesive,3
bulldoze,clear,3
bullet,charge,3
bulletin,stranger,3
bullfight,inaction,3
bullheaded,nonadhesive,3
bullion,unbar,3
bullshit,bear,3
bullwhack,unbelt,3
bullwhacker,nondriver,3
bully,good,3
bulwark,unbar,3
bum,good,3
bumbling,graceful,3
bummer,neglect,3
bump,inability,3
bumper,little,3
bumpkin,cosmopolitan,3
bumptious,humble,3
bun,unbraid,3
bunch,adversary,3
bunco,honesty,3
buncombe,bear,3
bundle,decelerate,3
bungle,bear,3
bungler,diligent,3
bungling,graceful,3
bunion,freeze,3
bunk,repair,3
bunker,unbox,3
bunkum,bear,3
bunny,ugliness,3
bunt,recede,3
bunting,nonstandard,3
buoy,uncork,3
buoyancy,unadaptability,3
buoyant,unadaptable,3
burble,freeze,3
burdensome,undemanding,3
bureaucracy,square,3
bureaucratic,relative,3
burgeon,wilt,3
burgher,unchristian,3
burglary,drop,3
burial,emersion,3
burl,unbutton,3
burlesque,muffle,3
burly,little,3
burn,defend,3
burning,alkaline,3
burnish,undress,3
burr,nonadhesive,3
burrow,interest,3
burst,calmness,3
bursting,scarce,3
bury,keep,3
bus,uncrate,3
busboy,local,3
bush,fertile,3
bushed,alive,3
bushing,nonbearing,3
bushman,modern,3
bushwa,bear,3
bushwhack,defend,3
bushwhacker,descendant,3
bushy,nonarboreal,3
business,inaction,3
businesslike,disarranged,3
bust,clear,3
busted,unbroken,3
bustle,decelerate,3
bustling,passive,3
busybody,break,3
busywork,discharge,3
but,unbar,3
butch,king,3
butcher,defend,3
butchered,uncastrated,3
butler,girl,3
butt,recede,3
butte,up,3
butter,up,3
butterfingers,elegant,3
buttinsky,novice,3
buttocks,ahead,3
buttonhole,recede,3
buttress,negate,3
buxom,disagreeable,3
buzz,unalert,3
buzzer,unalert,3
by,before,3
bygone,alive,3
bylaw,refrain,3
bypass,confront,3
byway,open,3
byword,laugh,3
byzantine,artless,3
cabal,subtraction,3
cabala,diffidence,3
caballero,woman,3
cabaret,unbar,3
cabbage,sharpen,3
cabdriver,nondriver,3
cabin,unbox,3
cabinet,disassembly,3
cable,unbraid,3
caboose,contrasty,3
cache,reveal,3
cachet,uncharacteristic,3
cackle,cry,3
cacophony,calmness,3
cad,king,3
cadaverous,chromatic,3
caddie,local,3
cadence,unburden,3
cadenza,wither,3
cadger,worker,3
cadre,rise,3
caducity,changelessness,3
caesar,nondriver,3
caesura,repair,3
cafe,unbar,3
cage,free,3
cagey,chronic,3
cahoots,disagreement,3
cairn,uncross,3
cajole,humility,3
cake,unbar,3
calamitous,white,3
calamity,unburden,3
calcimine,black-and-white,3
calculate,depreciate,3
calculated,unadjusted,3
calculating,artless,3
calculation,question,3
calendar,perennial,3
calf,bear,3
caliber,inability,3
calibrate,inability,3
calisthenics,unconstitutional,3
call,depreciate,3
caller,host,3
calling,effect,3
callous,awake,3
callousness,hotness,3
callow,graceful,3
callus,softness,3
calmative,stimulative,3
calming,augmentation,3
calumny,appreciation,3
camelback,varus,3
cameo,unmask,3
camera,subjective,3
camouflage,sighted,3
camouflaged,unconcealed,3
camp,unaffected,3
campaign,inaction,3
campo,up,3
campus,foreground,3
can,ahead,3
canal,uncut,3
canard,laugh,3
canary,devoice,3
cancel,keep,3
cancellation,continuance,3
candescent,dead,3
candid,inaccessible,3
candidate,hopeless,3
candle,parasite,3
candor,inaccessibility,3
candy,abstract,3
cane,disarm,3
canicular,cold,3
canine,terrestrial,3
canker,freeze,3
cannibal,terrestrial,3
canniness,obtuseness,3
cannon,clear,3
cannonade,ground-stroke,3
cannonball,lift,3
canny,chronic,3
canoe,uncross,3
canon,refrain,3
canonical,unchristian,3
canonize,curse,3
canopy,sighted,3
cant,unaffectedness,3
cantabile,disagreeable,3
cantankerous,uncross,3
canter,free,3
canticle,question,3
cantina,unbar,3
canting,unaffected,3
canto,unburden,3
canton,unbar,3
cantor,devoice,3
canvas,foreground,3
canvass,calm,3
canyon,repair,3
cap,antapex,3
capacious,scarce,3
caparison,unbridle,3
cape,ordinal,3
caper,clear,3
capillary,hairless,3
capital,inability,3
capitalization,imbalance,3
capitalize,front,3
capitulate,keep,3
capitulation,advance,3
capping,below,3
caprice,carefulness,3
capricious,aground,3
capriole,free,3
capsize,rise,3
capsule,unabridged,3
captain,indirect,3
caption,rear,3
captious,uncritical,3
captivate,repel,3
captivated,unawed,3
captivating,unappealing,3
captive,pro,3
captivity,enfranchisement,3
capture,expand,3
car,uncrate,3
caracole,clear,3
carapace,medulla,3
caravan,unstring,3
carbon,noncombustible,3
carbonate,absorb,3
carbuncle,freeze,3
carcass,ground,3
carcinogenic,generative,3
card,refrain,3
cardholder,dissociate,3
cardiac,oral,3
cardsharp,dull,3
careen,improvement,3
career,recede,3
carefree,careful,3
caress,reject,3
careworn,unexhausted,3
carfare,discharge,3
cargo,unburden,3
caricature,muffle,3
carmine,ordinal,3
carnage,conserve,3
carnal,fine,3
carnality,hotness,3
carnival,unfair,3
carnivore,terrestrial,3
carol,sorrow,3
carom,clear,3
carouse,mourn,3
carousel,stator,3
carp,cheer,3
carpet,abstract,3
carpetbagger,dull,3
carping,uncritical,3
carriage,inaction,3
carrier,disarm,3
carrion,accept,3
carry,refuse,3
carrying,unarmed,3
cart,take-away,3
cartel,subtraction,3
carter,nondriver,3
cartography,oblique,3
carton,unbox,3
cartoon,eastern,3
cartridge,positive,3
carve,disassemble,3
carving,ground,3
casanova,woman,3
cascade,ascend,3
case,inaction,3
casebook,dissonance,3
casement,dark,3
cashbook,perennial,3
cashbox,dangerous,3
cashier,unbar,3
casino,contrasty,3
cask,unbox,3
casket,unbox,3
cassandra,optimist,3
cassock,mother,3
cast,keep,3
castaway,afloat,3
caste,rear,3
castellan,slave,3
castellate,disarm,3
castigate,defend,3
casting,disassembly,3
castle,let-go-of,3
castoff,treasure,3
castrate,repair,3
casual,deliberately,3
casualty,alive,3
casuistry,prosecution,3
cat,nonbeing,3
cataclysm,unfit,3
cataclysmic,white,3
catalepsy,low,3
catalog,deny,3
catalysis,anabolism,3
catapult,hire,3
cataract,lightness,3
catastrophe,inaction,3
catastrophic,white,3
catatonic,awake,3
catawampous,straight,3
catcall,applaud,3
catch,emit,3
catcher,liberator,3
catching,unappealing,3
catchword,front,3
catchy,disagreeable,3
catechism,supply,3
catechize,answer,3
catechumen,unchristian,3
categorical,relative,3
categorize,synthesize,3
category,declassification,3
catenary,straight-line,3
cater,starve,3
catercorner,lengthwise,3
catering,disarmament,3
caterwaul,complain,3
catharsis,charge,3
cathartic,costive,3
cathedral,fake,3
catholic,narrow-minded,3
cathouse,separate,3
cation,simple,3
cattle,bear,3
catty,passive,3
cattycorner,lengthwise,3
catwalk,idle,3
caucasian,girl,3
caucus,disassembly,3
caught,afloat,3
caulk,unbar,3
causeless,nonfatal,3
causerie,keep-quiet,3
causeway,open,3
caustic,alkaline,3
cauterize,lost,3
cavalcade,unstring,3
cavalier,unaggressive,3
cave,straighten,3
caveat,incaution,3
caveman,modern,3
cavernous,bottomed,3
caviar,black,3
cavil,cheer,3
caviling,undemanding,3
cavity,unbox,3
cavort,clear,3
caw,unsnarl,3
cay,unbar,3
cease,keep,3
ceaseless,unarticulated,3
cecal,oral,3
cede,keep,3
ceil,uncork,3
ceiling,no,3
celebrated,inconspicuous,3
celebration,depression,3
celebrity,laugh,3
celerity,delay,3
celestial,cursed,3
celibacy,slow,3
celibate,relative,3
cell,unbox,3
cellar,unbox,3
cello,start,3
cement,nonadhesive,3
cenotaph,uncross,3
censer,parasite,3
censor,unconscientiousness,3
censorious,unconscientious,3
censorship,unblock,3
censurable,innocent,3
censure,disapproval,3
census,disassembly,3
cent,unbutton,3
centenarian,net,3
centennial,perennial,3
centipede,net,3
centrist,right,3
centurion,net,3
century,rejuvenate,3
cereal,weedless,3
ceremonial,unceremoniousness,3
ceremonious,inattentive,3
ceremony,unceremoniousness,3
ceres,fauna,3
cerise,ordinal,3
certificate,rejection,3
certification,rejection,3
cerulean,hell,3
cervix,disarm,3
cessation,repair,3
cession,revoke,3
cesspool,fill,3
chafe,bloodless,3
chaff,imbalance,3
chagrin,composure,3
chagrined,unagitated,3
chair,unblock,3
chalk,black-and-white,3
chalky,coarse,3
challenge,answer,3
challenging,humble,3
chamber,disassembly,3
chambermaid,boy,3
chambers,contrasty,3
champ,villain,3
champaign,up,3
champion,opposite,3
championship,neglect,3
chance,deliberately,3
chancellor,discharge,3
chancre,freeze,3
chancy,unadventurous,3
changeless,inconstant,3
changeling,opposite,3
channel,recede,3
chant,question,3
chaotically,consistently,3
chap,nonbeing,3
chaperon,miss,3
chapfallen,unagitated,3
chaplain,ordinal,3
chaps,unmuzzle,3
chapter,disarm,3
char,lost,3
character,synergist,3
characterization,inaction,3
characterize,dedifferentiate,3
characterless,covered,3
charade,nonbearing,3
charcoal,noncombustible,3
charisma,repulsion,3
charismatic,unappealing,3
charity,consanguinity,3
charlatan,real,3
charley,regular,3
charm,emit,3
charmed,uncomfortable,3
charmer,ugliness,3
chart,disarrange,3
charter,disagreement,3
chartreuse,grassless,3
chary,careless,3
chase,disassemble,3
chaser,refrain,3
chasm,repair,3
chassis,nonbearing,3
chasten,sharpen,3
chastened,unbroken,3
chastise,incorrect,3
chastity,inappropriateness,3
chat,dissuade,3
chatelaine,unchain,3
chattel,lord,3
chatter,clear,3
chatty,uncommunicative,3
chauffeur,girl,3
chauvinism,multiculturalism,3
chauvinist,dove,3
chauvinistic,uncolored,3
cheapen,repair,3
cheat,pro,3
check,rejection,3
checkbook,rejection,3
checker,unbar,3
checkerboard,side,3
checkered,unadaptable,3
checkers,come,3
checkmate,unblock,3
cheek,ahead,3
cheeky,humble,3
cheering,inauspicious,3
cheerless,calm,3
cheery,disagreeable,3
cheeseparing,careless,3
cheesy,expensive,3
chef,employee,3
chemical,incidental,3
cherub,parent,3
chess,come,3
chest,unbox,3
chevron,antapex,3
chew,abstain,3
chewing,nonruminant,3
chewy,fragile,3
chi,uncross,3
chic,provincial,3
chicane,honesty,3
chicanery,sighted,3
chichi,unaffected,3
chick,hawk,3
chicken,unafraid,3
chide,incorrect,3
chief,subsequent,3
chiefly,narrowly,3
chieftain,rear,3
chieftaincy,adversary,3
chilblain,freeze,3
childbearing,nonbearing,3
childhood,death,3
childish,forward,3
childishness,improvement,3
childless,fertile,3
childlike,artful,3
children,ascent,3
chill,sharpen,3
chiller,eastern,3
chilling,unalarming,3
chilly,forward,3
chime,disagree,3
chimera,nightmare,3
chimerical,unambitious,3
chiming,discordant,3
chimney,repair,3
chimpanzee,unbar,3
chin,unbutton,3
chine,unbutton,3
chink,unbar,3
chinoiserie,inelegance,3
chintzy,careful,3
chip,bloodless,3
chipper,passive,3
chippy,splendid,3
chips,sharpen,3
chiropodist,generalist,3
chirp,unclutter,3
chisel,disassemble,3
chiseling,artless,3
chit,question,3
chitchat,keep-quiet,3
chivalrous,little,3
chivalry,littleness,3
chivy,precede,3
chlorinate,freeze,3
chloroform,bring-to,3
chock,unbar,3
chocolate,blond,3
choice,rejection,3
choir,automatic,3
choirmaster,insulator,3
choke,unbar,3
chokedamp,nonvolatile,3
choking,unbar,3
choler,alkalinity,3
choleric,alkaline,3
choose,rugged,3
choosing,biological,3
choosy,biological,3
chop,unbelt,3
choppy,unbroken,3
chops,unmuzzle,3
choral,profane,3
chorale,question,3
chord,unconcern,3
chore,miss,3
chorography,oblique,3
chortle,cry,3
chorus,consanguinity,3
chosen,below,3
chouse,work,3
chrismal,emersion,3
christen,abolish,3
christening,emersion,3
christianity,ungodliness,3
christlike,unchristian,3
chromosome,death,3
chronicle,uncut,3
chronological,discontinuous,3
chronology,discontinuity,3
chthonian,supernal,3
chubby,meager,3
chuck,keep,3
chuckle,cry,3
chum,dissociate,3
chump,rear,3
chunk,unblock,3
chunky,thin,3
church,disorder,3
churchgoer,unchristian,3
churchly,unpriestly,3
churchman,unchristian,3
churl,king,3
churlish,unaggressive,3
churn,calm,3
chute,withdraw,3
chutzpah,top,3
cicatrix,uncut,3
ciliate,hairless,3
cinch,detach,3
cincture,unbelt,3
cinema,eastern,3
cipher,repair,3
circle,stranger,3
circling,opposite,3
circuit,disassociation,3
circuitous,forehand,3
circular,noncyclic,3
circularity,straightness,3
circulate,repair,3
circulation,concentration,3
circumference,medulla,3
circumferential,central,3
circumnavigate,uncross,3
circumscribe,unbar,3
circumscription,unbar,3
circumspect,inattentive,3
circumstance,inexperience,3
circumstances,death,3
circumstantial,relative,3
circumstantiality,inaccuracy,3
circumstantiate,negate,3
circumvent,cowardly,3
circumvention,intervention,3
circus,foreground,3
cirrose,clear,3
cirrus,uncoil,3
cistern,ill,3
citadel,let-go-of,3
citation,defend,3
cite,recede,3
citizenry,private,3
city,rural,3
civic,relative,3
civilization,incivility,3
civilize,recede,3
clabber,abstract,3
clad,unclothed,3
claimant,defendant,3
clairvoyance,incomprehension,3
clairvoyant,sensory,3
clam,gross,3
clammy,nonadhesive,3
clamor,calm,3
clamorous,chronic,3
clamp,nonastringent,3
clan,black-and-white,3
clandestine,overt,3
clang,laugh,3
clank,unsnarl,3
clannish,humble,3
clansman,lineal,3
clap,boo,3
clapboard,abstract,3
clapping,complain,3
claptrap,bear,3
clarification,unenlightenment,3
clarinet,start,3
clarion,opaque,3
clash,inaction,3
clashing,ally,3
class,disagreeableness,3
classic,nonclassical,3
